"","date","snow_depth","month","year","snow_depth_imp"
"48",2020-07-22,23,"7","2020",FALSE
"49",2020-07-23,22,"7","2020",FALSE
"50",2020-07-24,22,"7","2020",FALSE
"51",2020-07-25,21,"7","2020",FALSE
"52",2020-07-26,21,"7","2020",FALSE
"53",2020-07-27,19,"7","2020",FALSE
"54",2020-07-28,17,"7","2020",FALSE
"55",2020-07-29,13,"7","2020",FALSE
"56",2020-07-30,12,"7","2020",FALSE
"57",2020-07-31,12,"7","2020",FALSE
"58",2020-08-01,11,"8","2020",FALSE
"59",2020-08-02,10,"8","2020",FALSE
"60",2020-08-03,9,"8","2020",FALSE
"61",2020-08-04,10,"8","2020",FALSE
"62",2020-08-05,12,"8","2020",FALSE
"63",2020-08-06,12,"8","2020",FALSE
"64",2020-08-07,11,"8","2020",FALSE
"65",2020-08-08,33,"8","2020",FALSE
"66",2020-08-09,24,"8","2020",FALSE
"67",2020-08-10,20,"8","2020",FALSE
"68",2020-08-11,18,"8","2020",FALSE
"69",2020-08-12,17,"8","2020",FALSE
"70",2020-08-13,14,"8","2020",FALSE
"71",2020-08-14,14,"8","2020",FALSE
"72",2020-08-15,12,"8","2020",FALSE
"73",2020-08-16,11,"8","2020",FALSE
"74",2020-08-17,9,"8","2020",FALSE
"75",2020-08-18,13,"8","2020",FALSE
"76",2020-08-19,15,"8","2020",FALSE
"77",2020-08-20,37,"8","2020",FALSE
"78",2020-08-21,50,"8","2020",FALSE
"79",2020-08-22,69,"8","2020",FALSE
"80",2020-08-23,80,"8","2020",FALSE
"81",2020-08-24,79,"8","2020",FALSE
"82",2020-08-25,74,"8","2020",FALSE
"83",2020-08-26,72,"8","2020",FALSE
"84",2020-08-27,70,"8","2020",FALSE
"85",2020-08-28,70,"8","2020",FALSE
"86",2020-08-29,70,"8","2020",FALSE
"87",2020-08-30,65,"8","2020",FALSE
"88",2020-08-31,56,"8","2020",FALSE
"89",2020-09-01,51,"9","2020",FALSE
"90",2020-09-02,49,"9","2020",FALSE
"91",2020-09-03,41,"9","2020",FALSE
"92",2020-09-04,39,"9","2020",FALSE
"93",2020-09-05,39,"9","2020",FALSE
"94",2020-09-06,38,"9","2020",FALSE
"95",2020-09-07,34,"9","2020",FALSE
"96",2020-09-08,29,"9","2020",FALSE
"97",2020-09-09,21,"9","2020",FALSE
"98",2020-09-10,17,"9","2020",FALSE
"99",2020-09-11,16,"9","2020",FALSE
"100",2020-09-12,13,"9","2020",FALSE
"101",2020-09-13,5,"9","2020",FALSE
"102",2020-09-14,5,"9","2020",FALSE
"103",2020-09-15,5,"9","2020",FALSE
"104",2020-09-16,4,"9","2020",FALSE
"105",2020-09-17,3,"9","2020",FALSE
"106",2020-09-18,2,"9","2020",FALSE
"107",2020-09-19,0,"9","2020",FALSE
"108",2020-09-20,0,"9","2020",FALSE
"109",2020-09-21,0,"9","2020",FALSE
"110",2020-09-22,0,"9","2020",FALSE
"111",2020-09-23,0,"9","2020",FALSE
"112",2020-09-24,0,"9","2020",FALSE
"113",2020-09-25,32,"9","2020",FALSE
"114",2020-09-26,45,"9","2020",FALSE
"115",2020-09-27,45,"9","2020",FALSE
"116",2020-09-28,42,"9","2020",FALSE
"117",2020-09-29,36,"9","2020",FALSE
"118",2020-09-30,25,"9","2020",FALSE
"119",2020-10-01,12,"10","2020",FALSE
"120",2020-10-02,4,"10","2020",FALSE
"121",2020-10-03,0,"10","2020",FALSE
"122",2020-10-04,0,"10","2020",FALSE
"123",2020-10-05,5.33333333333333,"10","2020",TRUE
"124",2020-10-06,5.33333333333333,"10","2020",TRUE
"125",2020-10-07,5.33333333333333,"10","2020",TRUE
"126",2020-10-08,5.33333333333333,"10","2020",TRUE
"127",2020-10-09,5.33333333333333,"10","2020",TRUE
"128",2019-06-05,36,"6","2019",TRUE
"129",2019-06-06,36,"6","2019",TRUE
"130",2019-06-07,36,"6","2019",TRUE
"131",2019-06-08,41,"6","2019",FALSE
"132",2019-06-09,36,"6","2019",FALSE
"133",2019-06-10,31,"6","2019",FALSE
"134",2019-06-11,26,"6","2019",FALSE
"135",2019-06-12,25,"6","2019",FALSE
"136",2019-06-13,16,"6","2019",FALSE
"137",2019-06-14,15,"6","2019",FALSE
"138",2019-06-15,15,"6","2019",FALSE
"139",2019-06-16,15,"6","2019",FALSE
"140",2019-06-17,15,"6","2019",FALSE
"141",2019-06-18,13,"6","2019",FALSE
"142",2019-06-19,19,"6","2019",FALSE
"143",2019-06-20,19,"6","2019",FALSE
"144",2019-06-21,19,"6","2019",FALSE
"145",2019-06-22,19,"6","2019",FALSE
"146",2019-06-23,19,"6","2019",FALSE
"147",2019-06-24,19,"6","2019",FALSE
"148",2019-06-25,19,"6","2019",FALSE
"149",2019-06-26,18,"6","2019",FALSE
"150",2019-06-27,18,"6","2019",FALSE
"151",2019-06-28,18,"6","2019",FALSE
"152",2019-06-29,18,"6","2019",FALSE
"153",2019-06-30,27,"6","2019",FALSE
"154",2019-07-01,30,"7","2019",FALSE
"155",2019-07-02,28,"7","2019",FALSE
"156",2019-07-03,28,"7","2019",FALSE
"157",2019-07-04,28,"7","2019",FALSE
"158",2019-07-05,27,"7","2019",FALSE
"159",2019-07-06,26,"7","2019",FALSE
"160",2019-07-07,24,"7","2019",FALSE
"161",2019-07-08,20,"7","2019",FALSE
"162",2019-07-09,19,"7","2019",FALSE
"163",2019-07-10,25,"7","2019",FALSE
"164",2019-07-11,38,"7","2019",FALSE
"165",2019-07-12,44,"7","2019",FALSE
"166",2019-07-13,55,"7","2019",FALSE
"167",2019-07-14,64,"7","2019",FALSE
"168",2019-07-15,74,"7","2019",FALSE
"169",2019-07-16,73,"7","2019",FALSE
"170",2019-07-17,68,"7","2019",FALSE
"171",2019-07-18,71,"7","2019",FALSE
"172",2019-07-19,71,"7","2019",FALSE
"173",2019-07-20,71,"7","2019",FALSE
"174",2019-07-21,70,"7","2019",FALSE
"175",2019-07-22,67,"7","2019",FALSE
"176",2019-07-23,67,"7","2019",FALSE
"177",2019-07-24,83,"7","2019",FALSE
"178",2019-07-25,82,"7","2019",FALSE
"179",2019-07-26,80,"7","2019",FALSE
"180",2019-07-27,80,"7","2019",FALSE
"181",2019-07-28,79,"7","2019",FALSE
"182",2019-07-29,74,"7","2019",FALSE
"183",2019-07-30,74,"7","2019",FALSE
"184",2019-07-31,73,"7","2019",FALSE
"185",2019-08-01,73,"8","2019",FALSE
"186",2019-08-02,70,"8","2019",FALSE
"187",2019-08-03,70,"8","2019",FALSE
"188",2019-08-04,70,"8","2019",FALSE
"189",2019-08-05,69,"8","2019",FALSE
"190",2019-08-06,69,"8","2019",FALSE
"191",2019-08-07,68,"8","2019",FALSE
"192",2019-08-08,92,"8","2019",FALSE
"193",2019-08-09,138,"8","2019",FALSE
"194",2019-08-10,154,"8","2019",FALSE
"195",2019-08-11,162,"8","2019",FALSE
"196",2019-08-12,156,"8","2019",FALSE
"197",2019-08-13,151,"8","2019",FALSE
"198",2019-08-14,145,"8","2019",FALSE
"199",2019-08-15,143,"8","2019",FALSE
"200",2019-08-16,139,"8","2019",FALSE
"201",2019-08-17,143,"8","2019",FALSE
"202",2019-08-18,136,"8","2019",FALSE
"203",2019-08-19,147,"8","2019",FALSE
"204",2019-08-20,149,"8","2019",FALSE
"205",2019-08-21,142,"8","2019",FALSE
"206",2019-08-22,136,"8","2019",FALSE
"207",2019-08-23,134,"8","2019",FALSE
"208",2019-08-24,131,"8","2019",FALSE
"209",2019-08-25,129,"8","2019",FALSE
"210",2019-08-26,128,"8","2019",FALSE
"211",2019-08-27,128,"8","2019",FALSE
"212",2019-08-28,125,"8","2019",FALSE
"213",2019-08-29,128,"8","2019",FALSE
"214",2019-08-30,127,"8","2019",FALSE
"215",2019-08-31,127,"8","2019",FALSE
"216",2019-09-01,127,"9","2019",FALSE
"217",2019-09-02,122,"9","2019",FALSE
"218",2019-09-03,119,"9","2019",FALSE
"219",2019-09-04,115,"9","2019",FALSE
"220",2019-09-05,112,"9","2019",FALSE
"221",2019-09-06,110,"9","2019",FALSE
"222",2019-09-07,128,"9","2019",FALSE
"223",2019-09-08,132,"9","2019",FALSE
"224",2019-09-09,134,"9","2019",FALSE
"225",2019-09-10,135,"9","2019",FALSE
"226",2019-09-11,130,"9","2019",FALSE
"227",2019-09-12,125,"9","2019",FALSE
"228",2019-09-13,121,"9","2019",FALSE
"229",2019-09-14,120,"9","2019",FALSE
"230",2019-09-15,117,"9","2019",FALSE
"231",2019-09-16,111,"9","2019",FALSE
"232",2019-09-17,109,"9","2019",FALSE
"233",2019-09-18,107,"9","2019",FALSE
"234",2019-09-19,102,"9","2019",FALSE
"235",2019-09-20,96,"9","2019",FALSE
"236",2019-09-21,92,"9","2019",FALSE
"237",2019-09-22,84,"9","2019",FALSE
"238",2019-09-23,79,"9","2019",FALSE
"239",2019-09-24,79,"9","2019",FALSE
"240",2019-09-25,77,"9","2019",FALSE
"241",2019-09-26,74,"9","2019",FALSE
"242",2019-09-27,71,"9","2019",FALSE
"243",2019-09-28,69,"9","2019",FALSE
"244",2019-09-29,66,"9","2019",FALSE
"245",2019-09-30,59,"9","2019",FALSE
"246",2019-10-01,56,"10","2019",FALSE
"247",2019-10-02,52,"10","2019",FALSE
"248",2019-10-03,45,"10","2019",FALSE
"249",2019-10-04,44,"10","2019",FALSE
"250",2019-10-05,39,"10","2019",FALSE
"251",2019-10-06,31,"10","2019",FALSE
"252",2019-10-07,51,"10","2019",TRUE
"253",2019-10-08,51,"10","2019",TRUE
"254",2019-10-09,51,"10","2019",TRUE
"255",2018-06-05,0,"6","2018",TRUE
"256",2018-06-06,0,"6","2018",TRUE
"257",2018-06-07,0,"6","2018",TRUE
"258",2018-06-08,0,"6","2018",TRUE
"259",2018-06-09,0,"6","2018",FALSE
"260",2018-06-10,0,"6","2018",FALSE
"261",2018-06-11,0,"6","2018",FALSE
"262",2018-06-12,0,"6","2018",FALSE
"263",2018-06-13,0,"6","2018",FALSE
"264",2018-06-14,17,"6","2018",FALSE
"265",2018-06-15,39,"6","2018",FALSE
"266",2018-06-16,56,"6","2018",FALSE
"267",2018-06-17,73,"6","2018",FALSE
"268",2018-06-18,81,"6","2018",FALSE
"269",2018-06-19,78,"6","2018",FALSE
"270",2018-06-20,76,"6","2018",FALSE
"271",2018-06-21,75,"6","2018",FALSE
"272",2018-06-22,72,"6","2018",FALSE
"273",2018-06-23,71,"6","2018",FALSE
"274",2018-06-24,71,"6","2018",FALSE
"275",2018-06-25,70,"6","2018",FALSE
"276",2018-06-26,67,"6","2018",FALSE
"277",2018-06-27,67,"6","2018",FALSE
"278",2018-06-28,67,"6","2018",FALSE
"279",2018-06-29,63,"6","2018",FALSE
"280",2018-06-30,66,"6","2018",FALSE
"281",2018-07-01,72,"7","2018",FALSE
"282",2018-07-02,71,"7","2018",FALSE
"283",2018-07-03,70,"7","2018",FALSE
"284",2018-07-04,68,"7","2018",FALSE
"285",2018-07-05,67,"7","2018",FALSE
"286",2018-07-06,61,"7","2018",FALSE
"287",2018-07-07,64,"7","2018",FALSE
"288",2018-07-08,91,"7","2018",FALSE
"289",2018-07-09,88,"7","2018",FALSE
"290",2018-07-10,87,"7","2018",FALSE
"291",2018-07-11,86,"7","2018",FALSE
"292",2018-07-12,84,"7","2018",FALSE
"293",2018-07-13,84,"7","2018",FALSE
"294",2018-07-14,84,"7","2018",FALSE
"295",2018-07-15,86,"7","2018",FALSE
"296",2018-07-16,82,"7","2018",FALSE
"297",2018-07-17,81,"7","2018",FALSE
"298",2018-07-18,84,"7","2018",FALSE
"299",2018-07-19,84,"7","2018",FALSE
"300",2018-07-20,99,"7","2018",FALSE
"301",2018-07-21,103,"7","2018",FALSE
"302",2018-07-22,103,"7","2018",FALSE
"303",2018-07-23,98,"7","2018",FALSE
"304",2018-07-24,110,"7","2018",FALSE
"305",2018-07-25,105,"7","2018",FALSE
"306",2018-07-26,104,"7","2018",FALSE
"307",2018-07-27,103,"7","2018",FALSE
"308",2018-07-28,101,"7","2018",FALSE
"309",2018-07-29,96,"7","2018",FALSE
"310",2018-07-30,109,"7","2018",FALSE
"311",2018-07-31,110,"7","2018",FALSE
"312",2018-08-01,122,"8","2018",FALSE
"313",2018-08-02,119,"8","2018",FALSE
"314",2018-08-03,119,"8","2018",FALSE
"315",2018-08-04,124,"8","2018",FALSE
"316",2018-08-05,121,"8","2018",FALSE
"317",2018-08-06,116,"8","2018",FALSE
"318",2018-08-07,141,"8","2018",FALSE
"319",2018-08-08,155,"8","2018",FALSE
"320",2018-08-09,174,"8","2018",FALSE
"321",2018-08-10,169,"8","2018",FALSE
"322",2018-08-11,160,"8","2018",FALSE
"323",2018-08-12,184,"8","2018",FALSE
"324",2018-08-13,182,"8","2018",FALSE
"325",2018-08-14,173,"8","2018",FALSE
"326",2018-08-15,168,"8","2018",FALSE
"327",2018-08-16,183,"8","2018",FALSE
"328",2018-08-17,179,"8","2018",FALSE
"329",2018-08-18,184,"8","2018",FALSE
"330",2018-08-19,205,"8","2018",FALSE
"331",2018-08-20,215,"8","2018",FALSE
"332",2018-08-21,216,"8","2018",FALSE
"333",2018-08-22,217,"8","2018",FALSE
"334",2018-08-23,211,"8","2018",FALSE
"335",2018-08-24,211,"8","2018",FALSE
"336",2018-08-25,206,"8","2018",FALSE
"337",2018-08-26,205,"8","2018",FALSE
"338",2018-08-27,197,"8","2018",FALSE
"339",2018-08-28,196,"8","2018",FALSE
"340",2018-08-29,195,"8","2018",FALSE
"341",2018-08-30,194,"8","2018",FALSE
"342",2018-08-31,193,"8","2018",FALSE
"343",2018-09-01,208,"9","2018",FALSE
"344",2018-09-02,205,"9","2018",FALSE
"345",2018-09-03,200,"9","2018",FALSE
"346",2018-09-04,198,"9","2018",FALSE
"347",2018-09-05,195,"9","2018",FALSE
"348",2018-09-06,192,"9","2018",FALSE
"349",2018-09-07,184,"9","2018",FALSE
"350",2018-09-08,182,"9","2018",FALSE
"351",2018-09-09,179,"9","2018",FALSE
"352",2018-09-10,177,"9","2018",FALSE
"353",2018-09-11,172,"9","2018",FALSE
"354",2018-09-12,165,"9","2018",FALSE
"355",2018-09-13,162,"9","2018",FALSE
"356",2018-09-14,160,"9","2018",FALSE
"357",2018-09-15,156,"9","2018",FALSE
"358",2018-09-16,159,"9","2018",FALSE
"359",2018-09-17,157,"9","2018",FALSE
"360",2018-09-18,153,"9","2018",FALSE
"361",2018-09-19,152,"9","2018",FALSE
"362",2018-09-20,150,"9","2018",FALSE
"363",2018-09-21,148,"9","2018",FALSE
"364",2018-09-22,147,"9","2018",FALSE
"365",2018-09-23,144,"9","2018",FALSE
"366",2018-09-24,136,"9","2018",FALSE
"367",2018-09-25,133,"9","2018",FALSE
"368",2018-09-26,133,"9","2018",FALSE
"369",2018-09-27,132,"9","2018",FALSE
"370",2018-09-28,129,"9","2018",FALSE
"371",2018-09-29,126,"9","2018",FALSE
"372",2018-09-30,125,"9","2018",FALSE
"373",2018-10-01,123,"10","2018",FALSE
"374",2018-10-02,118,"10","2018",FALSE
"375",2018-10-03,113,"10","2018",FALSE
"376",2018-10-04,115,"10","2018",FALSE
"377",2018-10-05,104,"10","2018",FALSE
"378",2018-10-06,104,"10","2018",FALSE
"379",2018-10-07,98,"10","2018",FALSE
"380",2018-10-08,118,"10","2018",TRUE
"381",2018-10-09,118,"10","2018",TRUE
"382",2017-06-05,0,"6","2017",FALSE
"383",2017-06-06,10.6666666666667,"6","2017",TRUE
"384",2017-06-07,10.6666666666667,"6","2017",TRUE
"385",2017-06-08,15,"6","2017",FALSE
"386",2017-06-09,17,"6","2017",FALSE
"387",2017-06-10,16,"6","2017",FALSE
"388",2017-06-11,15,"6","2017",FALSE
"389",2017-06-12,14,"6","2017",FALSE
"390",2017-06-13,13,"6","2017",FALSE
"391",2017-06-14,12,"6","2017",FALSE
"392",2017-06-15,10,"6","2017",FALSE
"393",2017-06-16,9,"6","2017",FALSE
"394",2017-06-17,8,"6","2017",FALSE
"395",2017-06-18,8,"6","2017",FALSE
"396",2017-06-19,8,"6","2017",FALSE
"397",2017-06-20,7,"6","2017",FALSE
"398",2017-06-21,5,"6","2017",FALSE
"399",2017-06-22,5,"6","2017",FALSE
"400",2017-06-23,4,"6","2017",FALSE
"401",2017-06-24,5,"6","2017",FALSE
"402",2017-06-25,6,"6","2017",FALSE
"403",2017-06-26,7,"6","2017",FALSE
"404",2017-06-27,8,"6","2017",FALSE
"405",2017-06-28,8,"6","2017",FALSE
"406",2017-06-29,8,"6","2017",FALSE
"407",2017-06-30,9,"6","2017",FALSE
"408",2017-07-01,10,"7","2017",FALSE
"409",2017-07-02,10,"7","2017",FALSE
"410",2017-07-03,10,"7","2017",FALSE
"411",2017-07-04,11,"7","2017",FALSE
"412",2017-07-05,16,"7","2017",FALSE
"413",2017-07-06,21,"7","2017",FALSE
"414",2017-07-07,23,"7","2017",FALSE
"415",2017-07-08,27,"7","2017",FALSE
"416",2017-07-09,31,"7","2017",FALSE
"417",2017-07-10,34,"7","2017",FALSE
"418",2017-07-11,37,"7","2017",FALSE
"419",2017-07-12,38,"7","2017",FALSE
"420",2017-07-13,36,"7","2017",FALSE
"421",2017-07-14,36,"7","2017",FALSE
"422",2017-07-15,36,"7","2017",FALSE
"423",2017-07-16,38,"7","2017",FALSE
"424",2017-07-17,39,"7","2017",FALSE
"425",2017-07-18,46,"7","2017",FALSE
"426",2017-07-19,64,"7","2017",FALSE
"427",2017-07-20,68,"7","2017",FALSE
"428",2017-07-21,68,"7","2017",FALSE
"429",2017-07-22,66,"7","2017",FALSE
"430",2017-07-23,64,"7","2017",FALSE
"431",2017-07-24,70,"7","2017",FALSE
"432",2017-07-25,73,"7","2017",FALSE
"433",2017-07-26,72,"7","2017",FALSE
"434",2017-07-27,71,"7","2017",FALSE
"435",2017-07-28,80,"7","2017",FALSE
"436",2017-07-29,83,"7","2017",FALSE
"437",2017-07-30,79,"7","2017",FALSE
"438",2017-07-31,76,"7","2017",FALSE
"439",2017-08-01,72,"8","2017",FALSE
"440",2017-08-02,70,"8","2017",FALSE
"441",2017-08-03,69,"8","2017",FALSE
"442",2017-08-04,73,"8","2017",FALSE
"443",2017-08-05,91,"8","2017",FALSE
"444",2017-08-06,106,"8","2017",FALSE
"445",2017-08-07,136,"8","2017",FALSE
"446",2017-08-08,161,"8","2017",FALSE
"447",2017-08-09,160,"8","2017",FALSE
"448",2017-08-10,154,"8","2017",FALSE
"449",2017-08-11,145,"8","2017",FALSE
"450",2017-08-12,139,"8","2017",FALSE
"451",2017-08-13,134,"8","2017",FALSE
"452",2017-08-14,130,"8","2017",FALSE
"453",2017-08-15,125,"8","2017",FALSE
"454",2017-08-16,118,"8","2017",FALSE
"455",2017-08-17,120,"8","2017",FALSE
"456",2017-08-18,147,"8","2017",FALSE
"457",2017-08-19,161,"8","2017",FALSE
"458",2017-08-20,162,"8","2017",FALSE
"459",2017-08-21,160,"8","2017",FALSE
"460",2017-08-22,159,"8","2017",FALSE
"461",2017-08-23,155,"8","2017",FALSE
"462",2017-08-24,154,"8","2017",FALSE
"463",2017-08-25,152,"8","2017",FALSE
"464",2017-08-26,151,"8","2017",FALSE
"465",2017-08-27,150,"8","2017",FALSE
"466",2017-08-28,153,"8","2017",FALSE
"467",2017-08-29,154,"8","2017",FALSE
"468",2017-08-30,153,"8","2017",FALSE
"469",2017-08-31,152,"8","2017",FALSE
"470",2017-09-01,150,"9","2017",FALSE
"471",2017-09-02,148,"9","2017",FALSE
"472",2017-09-03,146,"9","2017",FALSE
"473",2017-09-04,150,"9","2017",FALSE
"474",2017-09-05,176,"9","2017",FALSE
"475",2017-09-06,197,"9","2017",FALSE
"476",2017-09-07,210,"9","2017",FALSE
"477",2017-09-08,216,"9","2017",FALSE
"478",2017-09-09,214,"9","2017",FALSE
"479",2017-09-10,213,"9","2017",FALSE
"480",2017-09-11,206,"9","2017",FALSE
"481",2017-09-12,200,"9","2017",FALSE
"482",2017-09-13,193,"9","2017",FALSE
"483",2017-09-14,190,"9","2017",FALSE
"484",2017-09-15,192,"9","2017",FALSE
"485",2017-09-16,194,"9","2017",FALSE
"486",2017-09-17,192,"9","2017",FALSE
"487",2017-09-18,189,"9","2017",FALSE
"488",2017-09-19,187,"9","2017",FALSE
"489",2017-09-20,187,"9","2017",FALSE
"490",2017-09-21,185,"9","2017",FALSE
"491",2017-09-22,182,"9","2017",FALSE
"492",2017-09-23,176,"9","2017",FALSE
"493",2017-09-24,173,"9","2017",FALSE
"494",2017-09-25,168,"9","2017",FALSE
"495",2017-09-26,165,"9","2017",FALSE
"496",2017-09-27,165,"9","2017",FALSE
"497",2017-09-28,164,"9","2017",FALSE
"498",2017-09-29,159,"9","2017",FALSE
"499",2017-09-30,154,"9","2017",FALSE
"500",2017-10-01,153,"10","2017",FALSE
"501",2017-10-02,150,"10","2017",FALSE
"502",2017-10-03,149,"10","2017",FALSE
"503",2017-10-04,144,"10","2017",FALSE
"504",2017-10-05,139,"10","2017",FALSE
"505",2017-10-06,133,"10","2017",FALSE
"506",2017-10-07,129,"10","2017",FALSE
"507",2017-10-08,126,"10","2017",FALSE
"508",2017-10-09,150.666666666667,"10","2017",TRUE
"509",2016-06-05,1.66666666666667,"6","2016",TRUE
"510",2016-06-06,1.66666666666667,"6","2016",TRUE
"511",2016-06-07,1.66666666666667,"6","2016",TRUE
"512",2016-06-08,1.66666666666667,"6","2016",TRUE
"513",2016-06-09,1.66666666666667,"6","2016",TRUE
"514",2016-06-10,0,"6","2016",FALSE
"515",2016-06-11,0,"6","2016",FALSE
"516",2016-06-12,5,"6","2016",FALSE
"517",2016-06-13,2,"6","2016",FALSE
"518",2016-06-14,0,"6","2016",FALSE
"519",2016-06-15,4,"6","2016",FALSE
"520",2016-06-16,0,"6","2016",FALSE
"521",2016-06-17,0,"6","2016",FALSE
"522",2016-06-18,0,"6","2016",FALSE
"523",2016-06-19,0,"6","2016",FALSE
"524",2016-06-20,0,"6","2016",FALSE
"525",2016-06-21,15,"6","2016",FALSE
"526",2016-06-22,24,"6","2016",FALSE
"527",2016-06-23,46,"6","2016",FALSE
"528",2016-06-24,52,"6","2016",FALSE
"529",2016-06-25,52,"6","2016",FALSE
"530",2016-06-26,49,"6","2016",FALSE
"531",2016-06-27,51,"6","2016",FALSE
"532",2016-06-28,49,"6","2016",FALSE
"533",2016-06-29,45,"6","2016",FALSE
"534",2016-06-30,69,"6","2016",FALSE
"535",2016-07-01,66,"7","2016",FALSE
"536",2016-07-02,66,"7","2016",FALSE
"537",2016-07-03,61,"7","2016",FALSE
"538",2016-07-04,60,"7","2016",FALSE
"539",2016-07-05,68,"7","2016",FALSE
"540",2016-07-06,68,"7","2016",FALSE
"541",2016-07-07,57,"7","2016",FALSE
"542",2016-07-08,50,"7","2016",FALSE
"543",2016-07-09,50,"7","2016",FALSE
"544",2016-07-10,48,"7","2016",FALSE
"545",2016-07-11,51,"7","2016",FALSE
"546",2016-07-12,51,"7","2016",FALSE
"547",2016-07-13,82,"7","2016",FALSE
"548",2016-07-14,90,"7","2016",FALSE
"549",2016-07-15,90,"7","2016",FALSE
"550",2016-07-16,90,"7","2016",FALSE
"551",2016-07-17,90,"7","2016",FALSE
"552",2016-07-18,83,"7","2016",FALSE
"553",2016-07-19,72,"7","2016",FALSE
"554",2016-07-20,70,"7","2016",FALSE
"555",2016-07-21,66,"7","2016",FALSE
"556",2016-07-22,59,"7","2016",FALSE
"557",2016-07-23,65,"7","2016",FALSE
"558",2016-07-24,70,"7","2016",FALSE
"559",2016-07-25,82,"7","2016",FALSE
"560",2016-07-26,101,"7","2016",FALSE
"561",2016-07-27,117,"7","2016",FALSE
"562",2016-07-28,114,"7","2016",FALSE
"563",2016-07-29,112,"7","2016",FALSE
"564",2016-07-30,110,"7","2016",FALSE
"565",2016-07-31,113,"7","2016",FALSE
"566",2016-08-01,108,"8","2016",FALSE
"567",2016-08-02,108,"8","2016",FALSE
"568",2016-08-03,105,"8","2016",FALSE
"569",2016-08-04,102,"8","2016",FALSE
"570",2016-08-05,99,"8","2016",FALSE
"571",2016-08-06,98,"8","2016",FALSE
"572",2016-08-07,98,"8","2016",FALSE
"573",2016-08-08,98,"8","2016",FALSE
"574",2016-08-09,98,"8","2016",FALSE
"575",2016-08-10,93,"8","2016",FALSE
"576",2016-08-11,101,"8","2016",FALSE
"577",2016-08-12,103,"8","2016",FALSE
"578",2016-08-13,108,"8","2016",FALSE
"579",2016-08-14,108,"8","2016",FALSE
"580",2016-08-15,103,"8","2016",FALSE
"581",2016-08-16,102,"8","2016",FALSE
"582",2016-08-17,100,"8","2016",FALSE
"583",2016-08-18,94,"8","2016",FALSE
"584",2016-08-19,91,"8","2016",FALSE
"585",2016-08-20,111,"8","2016",FALSE
"586",2016-08-21,122,"8","2016",FALSE
"587",2016-08-22,125,"8","2016",FALSE
"588",2016-08-23,129,"8","2016",FALSE
"589",2016-08-24,129,"8","2016",FALSE
"590",2016-08-25,125,"8","2016",FALSE
"591",2016-08-26,124,"8","2016",FALSE
"592",2016-08-27,124,"8","2016",FALSE
"593",2016-08-28,124,"8","2016",FALSE
"594",2016-08-29,122,"8","2016",FALSE
"595",2016-08-30,120,"8","2016",FALSE
"596",2016-08-31,109,"8","2016",FALSE
"597",2016-09-01,104,"9","2016",FALSE
"598",2016-09-02,103,"9","2016",FALSE
"599",2016-09-03,116,"9","2016",FALSE
"600",2016-09-04,113,"9","2016",FALSE
"601",2016-09-05,109,"9","2016",FALSE
"602",2016-09-06,105,"9","2016",FALSE
"603",2016-09-07,101,"9","2016",FALSE
